time_step,p_value,p_corr,signif
time_536,2.2393346184042168e-61,1.5048328635676336e-58,True
time_537,4.872923218800104e-59,3.2746044030336697e-56,True
time_538,3.8643238956889026e-57,2.5968256579029425e-54,True
time_539,9.9423786310151e-53,6.681278440042147e-50,True
time_540,3.308003609834295e-55,2.2229784258086463e-52,True
time_541,3.122088482067105e-50,2.0980434599490946e-47,True
time_542,4.334150991988669e-47,2.9125494666163856e-44,True
time_543,1.2136514893410674e-42,8.155738008371974e-40,True
time_544,3.0180766560735485e-39,2.0281475128814247e-36,True
time_545,3.123035134087322e-36,2.09867961010668e-33,True
time_546,1.1141171033538975e-32,7.486866934538191e-30,True
time_547,2.225827311628683e-29,1.495755953414475e-26,True
time_548,1.5625211462114639e-25,1.0500142102541038e-22,True
time_549,7.047627541267449e-24,4.736005707731726e-21,True
time_550,9.24177545851104e-20,6.210473108119418e-17,True
time_551,2.762887625494319e-13,1.8566604843321823e-10,True
time_552,7.433729647991914e-11,4.9954663234505665e-08,True
time_553,6.979678450422802e-07,0.00046903439186841235,True
time_554,2.0962826155104855e-05,0.014087019176230462,True
time_555,0.0027844795953698605,1.0,False
time_556,0.10489069492581592,1.0,False
time_557,0.4566543704781748,1.0,False
time_558,0.6974427427834133,1.0,False
time_559,0.22628636191320994,1.0,False
time_560,0.07648959395046473,1.0,False
time_561,0.00011197564875054468,0.07524763596036603,False
time_562,4.752124284770946e-08,3.1934275193660756e-05,True
time_563,3.448590371703818e-11,2.317452729784966e-08,True
time_564,1.092289969002304e-11,7.340188591695483e-09,True
time_565,1.914337497251309e-14,1.2864347981528797e-11,True
time_566,2.0598605065588258e-19,1.384226260407531e-16,True
time_567,3.253306642933643e-20,2.186222064051408e-17,True
time_568,7.633427761232696e-25,5.129663455548372e-22,True
time_569,2.4773360627941707e-28,1.6647698341976828e-25,True
time_570,2.3470429551505033e-33,1.5772128658611381e-30,True
time_571,1.1135972848317296e-32,7.483373754069223e-30,True
time_572,4.797600437058694e-36,3.223987493703442e-33,True
time_573,2.7587543423628596e-36,1.8538829180678415e-33,True
time_574,6.738192400971736e-40,4.528065293453006e-37,True
time_575,9.790532690717224e-39,6.579237968161975e-36,True
time_576,3.4848307969200424e-42,2.3418062955302686e-39,True
time_577,1.8963994085923097e-41,1.274380402574032e-38,True
time_578,1.4472840992129802e-41,9.725749146711228e-39,True
time_579,2.1884222473652488e-39,1.4706197502294471e-36,True
time_580,2.4708629593414633e-44,1.6604199086774634e-41,True
time_581,5.176319745878088e-45,3.4784868692300753e-42,True
time_582,2.4770865392111472e-45,1.664602154349891e-42,True
time_583,3.3534699425026936e-45,2.25353180136181e-42,True
time_584,1.2020273530586921e-45,8.077623812554411e-43,True
time_585,3.549300731920188e-46,2.3851300918503667e-43,True
time_586,1.3458297616306366e-45,9.043975998157877e-43,True
time_587,1.3252144859460256e-44,8.905441345557292e-42,True
time_588,1.642227297839956e-45,1.1035767441484504e-42,True
time_589,3.1712659034435235e-47,2.1310906871140477e-44,True
time_590,8.3876108057581e-45,5.636474461469443e-42,True
time_591,5.626051825305781e-45,3.780706826605485e-42,True
time_592,2.3593536066059824e-45,1.58548562363922e-42,True
time_593,4.4192055450951074e-45,2.969706126303912e-42,True
time_594,6.971515802061842e-45,4.6848586189855576e-42,True
time_595,2.66234410231224e-44,1.7890952367538254e-41,True
time_596,1.7847773106857387e-44,1.1993703527808164e-41,True
time_597,5.446468845049278e-45,3.6600270638731144e-42,True
time_598,4.0617878259993826e-46,2.729521419071585e-43,True
time_599,8.376491033955291e-44,5.629001974817956e-41,True
time_600,3.737694268731178e-45,2.5117305485873515e-42,True
time_601,9.473697107865781e-45,6.366324456485805e-42,True
time_602,3.0256221615550676e-43,2.0332180925650053e-40,True
time_603,4.79035034126461e-44,3.219115429329818e-41,True
time_604,6.536938512746821e-44,4.392822680565864e-41,True
time_605,3.9894647433496226e-43,2.6809203075309462e-40,True
time_606,2.8200889385563266e-43,1.8950997667098516e-40,True
time_607,1.1748304175174346e-43,7.894860405717161e-41,True
time_608,8.894024172904465e-44,5.9767842441918e-41,True
time_609,5.5745322558411236e-43,3.7460856759252354e-40,True
time_610,1.4232348485172555e-42,9.564138182035957e-40,True
time_611,7.808296489691915e-42,5.247175241072967e-39,True
time_612,6.603602182505966e-42,4.437620666644009e-39,True
time_613,1.7523679001425824e-42,1.1775912288958153e-39,True
time_614,1.1920975714195111e-42,8.010895679939116e-40,True
time_615,7.20164152918798e-42,4.8395031076143224e-39,True
time_616,7.463970434316757e-41,5.015788131860861e-38,True
time_617,1.509272760064705e-42,1.0142312947634818e-39,True
time_618,1.860232018557536e-43,1.2500759164706642e-40,True
time_619,1.652527972122923e-42,1.1104987972666043e-39,True
time_620,4.910728314954041e-42,3.300009427649115e-39,True
time_621,1.351314598649338e-41,9.080834102923551e-39,True
time_622,3.605900053579706e-43,2.4231648360055626e-40,True
time_623,4.154082124523004e-43,2.791543187679459e-40,True
time_624,3.678413902257926e-42,2.4718941423173264e-39,True
time_625,1.248994847540098e-42,8.393245375469458e-40,True
time_626,3.112202522698445e-42,2.0914000952533552e-39,True
time_627,9.631215857970226e-40,6.472177056555992e-37,True
time_628,6.306313293141901e-39,4.2378425329913576e-36,True
time_629,6.49811799587396e-38,4.3667352932273014e-35,True
time_630,1.9235511164634427e-36,1.2926263502634335e-33,True
time_631,4.489203710788697e-34,3.0167448936500048e-31,True
time_632,9.492391990779e-32,6.378887417803488e-29,True
time_633,7.39797410782094e-30,4.9714386004556714e-27,True
time_634,1.9557155508004583e-29,1.314240850137908e-26,True
time_635,2.3382295229980176e-28,1.5712902394546677e-25,True
time_636,7.47334884551068e-27,5.0220904241831775e-24,True
time_637,1.1039094702476496e-24,7.418271640064206e-22,True
time_638,1.3806304600735526e-22,9.277836691694274e-20,True
time_639,1.501697199487209e-23,1.0091405180554045e-20,True
time_640,1.5664603796466164e-19,1.0526613751225263e-16,True
time_641,5.778244553526971e-21,3.882980339970125e-18,True
time_642,1.45007777929396e-20,9.744522676855412e-18,True
time_643,3.3662679856304696e-17,2.2621320863436756e-14,True
time_644,9.238032590194786e-17,6.207957900610897e-14,True
time_645,7.283280918664574e-13,4.894364777342594e-10,True
time_646,1.6510896644121413e-10,1.109532254484959e-07,True
time_647,4.522894265336822e-10,3.0393849463063445e-07,True
time_648,3.780920101268015e-09,2.540778308052106e-06,True
time_649,1.6478024105798449e-07,0.00011073232199096557,True
time_650,4.7103440721871995e-07,0.0003165351216509798,True
time_651,1.1553538235291056e-05,0.00776397769411559,True
time_652,3.0677945359113905e-05,0.020615579281324545,True
time_653,0.0005287652553590643,0.3553302516012912,False
time_654,9.994785165298592e-05,0.06716495631080655,False
time_655,0.00016772190975607214,0.11270912335608048,False
time_656,2.3732156700069342e-05,0.015948009302446598,True
time_657,2.8339687822367426e-05,0.01904427021663091,True
time_658,1.127944127597323e-05,0.007579784537454011,True
time_659,6.458889814502238e-05,0.04340373955345504,True
time_660,0.00011975274386441759,0.08047384387688862,False
time_661,7.02691589635514e-05,0.047220874823506544,True
time_662,2.8343535551235625e-05,0.01904685589043034,True
time_663,0.00010317674949029722,0.06933477565747974,False
time_664,0.00028787948756245975,0.19345501564197295,False
time_665,0.0021133266624254695,1.0,False
time_666,0.001436346409144776,0.9652247869452895,False
time_667,0.012534640765371622,1.0,False
time_668,0.029615786974606838,1.0,False
time_669,0.018975593705855182,1.0,False
time_670,0.0044693341602591785,1.0,False
time_671,0.004534916501901014,1.0,False
