dish_well,day1_meets,day1_details,day1_true,day3_meets,day3_details,day3_true,day5_meets,day5_details,day5_true,selected_final
D2020.11.14_S02679_I0141_D_2,False,Pk:False|Corr:False|Conf:True,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.11.14_S02679_I0141_D_4,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.11.18_S02680_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:True,0,False,Pk:True|Corr:False|Conf:False,0,False
D2020.11.18_S02680_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.11.18_S02680_I0141_D_3,False,Pk:False|Corr:False|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.11.18_S02680_I0141_D_4,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.11.18_S02680_I0141_D_5,False,Pk:False|Corr:False|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.11.18_S02680_I0141_D_6,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:False|Conf:False,0,False
D2020.11.18_S02680_I0141_D_7,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.11.18_S02680_I0141_D_9,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.12.02_S02694_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.12.02_S02694_I0141_D_10,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.12.02_S02694_I0141_D_11,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2020.12.02_S02694_I0141_D_12,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.12.02_S02694_I0141_D_2,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.12.02_S02694_I0141_D_3,False,Pk:False|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.12.02_S02694_I0141_D_4,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:True,0,False
D2020.12.02_S02694_I0141_D_5,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False
D2020.12.02_S02694_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2020.12.02_S02694_I0141_D_7,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False
D2020.12.02_S02694_I0141_D_8,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:False|Conf:False,1,False,Pk:True|Corr:False|Conf:False,1,False
D2020.12.02_S02694_I0141_D_9,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:False|Conf:False,0,False
D2020.12.18_S02709_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False
D2020.12.18_S02709_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False
D2020.12.18_S02709_I0141_D_4,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
